,temp,hum
2015-02-08,4.0,87.0
2015-02-09,2.0,49.0
2015-02-10,3.2,49.0
2015-02-11,5.6,54.0
2015-02-12,7.0,56.0
2015-02-13,5.0,46.0
2015-02-14,4.9,29.0
2015-02-15,5.5,41.0
2015-02-16,7.0,33.0
2015-02-17,3.9,77.0
2015-02-18,3.3,93.0
2015-02-19,6.2,72.0
2015-02-20,6.3,66.0
2015-02-21,6.2,61.0
2015-02-22,6.3,77.0
2015-02-23,10.7,84.0
2015-02-24,9.7,74.0
2015-02-25,9.2,58.0
2015-02-26,6.6,85.0
2015-02-27,8.2,54.0
2015-02-28,7.4,37.0
2015-03-01,6.9,79.0
2015-03-02,9.3,37.0
2015-03-03,5.6,60.0
2015-03-04,9.6,71.0
2015-03-05,9.3,35.0
2015-03-06,7.3,53.0
2015-03-07,6.0,82.0
2015-03-08,8.2,81.0
2015-03-09,9.0,89.0
2015-03-10,7.7,54.0
2015-03-11,6.2,37.0
2015-03-12,8.6,34.0
2015-03-13,8.9,35.0
2015-03-14,8.9,45.0
2015-03-15,8.4,63.0
2015-03-16,11.1,74.0
2015-03-17,14.5,76.0
2015-03-18,14.8,74.0
2015-03-19,11.9,90.0
2015-03-20,11.8,77.0
2015-03-21,10.5,57.0
2015-03-22,12.9,61.0
2015-03-23,10.7,43.0
2015-03-24,8.2,33.0
2015-03-25,8.1,35.0
2015-03-26,9.5,35.0
2015-03-27,12.3,38.0
2015-03-28,14.1,46.0
2015-03-29,14.6,58.0
2015-03-30,16.2,54.0
2015-03-31,16.7,58.0
2015-04-01,13.9,76.0
2015-04-02,11.6,64.0
2015-04-03,17.3,79.0
2015-04-04,13.2,66.0
2015-04-05,10.3,89.0
2015-04-06,16.2,75.0
2015-04-07,10.0,91.0
2015-04-08,4.1,89.0
2015-04-09,7.4,61.0
2015-04-10,8.3,75.0
2015-04-11,11.5,86.0
2015-04-12,12.9,61.0
2015-04-13,9.7,89.0
2015-04-14,12.1,96.0
2015-04-15,15.4,64.0
2015-04-16,15.7,58.0
2015-04-17,16.4,64.0
2015-04-18,14.0,58.0
2015-04-19,14.3,69.0
2015-04-20,18.4,89.0
2015-04-21,17.5,76.0
2015-04-22,15.7,62.0
2015-04-23,18.0,66.0
2015-04-24,18.3,70.0
2015-04-25,17.2,53.0
2015-04-26,17.8,50.0
2015-04-27,19.3,68.0
2015-04-28,20.8,66.0
2015-04-29,19.4,65.0
2015-04-30,19.0,65.0
2015-05-01,20.5,63.0
2015-05-02,21.0,66.0
2015-05-03,21.2,62.0
2015-05-04,21.6,68.0
2015-05-05,18.3,42.0
2015-05-06,18.2,47.0
2015-05-07,19.1,62.0
2015-05-08,20.7,61.0
2015-05-09,18.7,75.0
2015-05-10,19.7,43.0
2015-05-11,17.2,35.0
2015-05-12,19.6,73.0
2015-05-13,22.5,54.0
2015-05-14,23.1,46.0
2015-05-15,22.7,59.0
2015-05-16,20.9,84.0
2015-05-17,22.2,63.0
2015-05-18,21.5,73.0
2015-05-19,20.2,90.0
2015-05-20,22.2,70.0
2015-05-21,19.5,55.0
2015-05-22,20.5,59.0
2015-05-23,21.6,57.0
2015-05-24,21.0,61.0
2015-05-25,21.3,68.0
2015-05-26,23.3,53.0
2015-05-27,23.9,55.0
2015-05-28,22.1,68.0
2015-05-29,20.7,83.0
2015-05-30,23.4,68.0
2015-05-31,25.7,59.0
2015-06-01,23.6,51.0
2015-06-02,23.5,65.0
2015-06-03,21.7,89.0
2015-06-04,23.1,35.0
2015-06-05,18.8,65.0
2015-06-06,18.0,80.0
2015-06-07,20.8,65.0
2015-06-08,21.0,69.0
2015-06-09,19.5,92.0
2015-06-10,22.6,69.0
2015-06-11,23.0,71.0
2015-06-12,21.4,89.0
2015-06-13,24.0,79.0
2015-06-14,22.5,83.0
2015-06-15,24.6,69.0
2015-06-16,23.3,76.0
2015-06-17,21.6,88.0
2015-06-18,21.9,76.0
2015-06-19,19.1,92.0
2015-06-20,21.7,69.0
2015-06-21,20.6,86.0
2015-06-22,22.6,76.0
2015-06-23,23.4,77.0
2015-06-24,23.8,72.0
2015-06-25,24.3,72.0
2015-06-26,22.4,86.0
2015-06-27,22.6,97.0
2015-06-28,23.2,70.0
2015-06-29,21.6,68.0
2015-06-30,22.5,75.0
2015-07-01,20.5,98.0
2015-07-02,22.5,91.0
2015-07-03,21.9,99.0
2015-07-04,22.5,96.0
2015-07-05,20.1,96.0
2015-07-06,19.8,97.0
2015-07-07,21.3,91.0
2015-07-08,22.4,93.0
2015-07-09,19.4,97.0
2015-07-10,23.2,80.0
2015-07-11,25.9,76.0
2015-07-12,27.2,74.0
2015-07-13,29.4,67.0
2015-07-14,29.9,61.0
2015-07-15,28.4,65.0
2015-07-16,26.4,90.0
2015-07-17,26.7,83.0
2015-07-18,27.2,77.0
2015-07-19,29.4,69.0
2015-07-20,28.8,75.0
2015-07-21,29.4,65.0
2015-07-22,28.9,61.0
2015-07-23,27.0,80.0
2015-07-24,28.1,83.0
2015-07-25,28.6,80.0
